nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
COORD. CURSO TÉCNICO EM SEGURANÇA NO TRABALHO - MODALIDADE EAD - CAMPUS PT,CSETEAD-PT,DDE-PT,CAMPUS PATOS,False,0
COORD. CURSO TÉCNICO EM SECRETARIA ESCOLAR - MODALIDADE EAD - CAMPUS CAMPINA GRANDE,CSEEAD-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,0
CONSELHO DIRETOR - CAMPUS MONTEIRO,CD-MT,DG-MT,CAMPUS MONTEIRO,False,0
CONSELHO DIRETOR - CAMPUS PATOS,CD-PT,DG-PT ,CAMPUS PATOS,False,0
SECRETARIA PRO-REITORIA EXTENSAO-RE,SECEXT-RE,PROEXC-RE,REITORIA,True,0
COORD REGISTRO GERENC PROJETOS-RE,CRGPRO-RE,DEXPR-RE,REITORIA,True,0
DIR ESPORTE CULTURA-RE,DIESC-RE,PREN-RE,REITORIA,True,0
COORD LICITACAO BENS SERVICOS-RE,COLBS-RE,DCCL-RE,REITORIA,True,0
COORD ADM PESSOAL REGISTRO ATOS - RE,COAPRA-RE,DLEGIS-RE,REITORIA,True,0
COORD. ACOMPANHAM DEMANDAS JUDICIAIS-RE,COADJU-RE,DLEGIS-RE,REITORIA,True,0
COORD CONT ACOMP PROCED DISCIPLINARES-RE,COCAPD-RE,DLEGIS-RE,REITORIA,True,0
COORD APOIO ADM CONTENCIOSO JUDICIAL-REE,COAACJ-RE,PROJUR-RE,REITORIA,True,0
COORD.CONTENCIOSO PROC.FEDERAL-RE,CCONPF-RE,PROJUR-RE,REITORIA,True,0
NUCLEO DOCUMENTACAO PESQUISA-REITORIA,DOCPESQ-RE,CG-RE,REITORIA,True,0
COORD ANALISE CONFORM DOCUMENTAL-RE,COADOC-RE,DFINC-RE,REITORIA,True,0
COORDENADOR REGISTROS CONTABEIS-RE,CORCON-RE,DFINC-RE,REITORIA,True,0
COORD LOGISTICA-RE,COLOG-RE,DCLOG-RE,REITORIA,True,0
COORD FISCALIZACAO CONTRATOS-RE,COFCONT-RE,DCCL-RE,REITORIA,True,0
COORD SEG TRANSPORTE SERV GERAIS-RE,CSTSG-RE,DCLOG-RE,REITORIA,True,0
COORD ELAB PLAN ORCAMENTARIO-RE,COEPLO-RE,DEOR-RE,REITORIA,True,0
COORD EDITORACAO GRAFICA-RE,COEG-RE,PROPIPG-RE,REITORIA,True,0
COORD PESQUISA E INOVACAO-MT,COPESQI-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD PROTOCOLO-MT,COPROT-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD COMUNICACAO INSTITUCIONAL-MT,COCINST-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD CURSO ESP DESENV MEIO AMBIENTE-MT,CODAM-MT,DDE-MT,CAMPUS MONTEIRO,True,0
DIR APOIO CAMPI IMPLANTACAO-RE,DIACIM-RE,REITOR-RE,REITORIA,True,0
CHEFIA DE GABINETE-CB,CB-CB,DG-CB,CAMPUS CABEDELO,True,0
COORDENACAO FORMACAO GERAL-CB,COFORG-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORDENACAO ESTAGIOS-CB,COEST-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORDENAÇÃO DE ADMINISTRAÇÃO DE PESSOAL - CAMPUS JP ,CAP-JP,DGDP-JP,CAMPUS JOÃO PESSOA,False,4
NUCLEO INOVACAO TECNOLOGIA-JP,NUITEC-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD ARQUIVO-JP,COARQ-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
DIRETORIA DE ESPORTE E CULTURA- REITORIA,DIESC-RE,PRE-RE,REITORIA,False,0
COORD PESQUISA EXTENSAO-GB,COPEX-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COMISSÃO PERMANENTE DE PROCESSOS ADMINISTRATIVOS - CAMPUS JP,CPPA-JP,DG-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DE CONTROLE E ACOMPANHAMENTO DE PROCEDIMENTOS DISCIPLINARES - REITORIA,CCAPD-RE,DGEP-RE,REITORIA,False,0
DIRETORIA DE LEGISLAÇÃO E ADMINISTRAÇÃO DE PESSOAL - REITORIA,DLAP-RE,DGEP-RE,REITORIA,False,8
COORDENAÇÃO DE ADMINISTRAÇÃO DE PESSOAL E REGISTRO DE ATOS - REITORIA,CAPRA2-RE,DLAP-RE,REITORIA,False,0
COORDENAÇÃO DE ACOMPANHAMENTO DE DEMANDAS JUDICIAIS - REITORIA,CCDJ-RE,DLAP-RE,REITORIA,False,0
COMISSÃO INTERNA DE AVALIAÇÃO E ALIENAÇÃO DE BENS PATRIMONIAIS INSENSÍVEIS - CAMPUS CAJAZEIRAS ,CABP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,False,0
SECRETARIA DO CONSELHO DIRETOR - CAMPUS MONTEIRO,SCD-MT,CD-MT,CAMPUS MONTEIRO,False,0
NÚCLEO DE APOIO ÀS PESSOAS COM NECESSIDADES ESPECIAIS - CAMPUS MONTEIRO,NAPNE-MT,DDE-MT,CAMPUS MONTEIRO,False,1
COORD EDUCACAO FISICA DESPORTO-CG,COEDIF-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD LINGUAGENS CODIGOS-CG,COLINC-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD PESQUISA-CG,COPESQ-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
CHEFIA GABINETE-CG,CGAB-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORD CAPACITACAO QUALIFICACAO-CG,COCAQ-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
Coordenação Geral da Rede e-Tec,CGETEC-RE,DEAD-RE,REITORIA,False,0
Coordenação Geral da Universidade Aberta do Brasil,CGUAB-RE,DEAD-RE,REITORIA,False,0
SECRETARIA ORGAOS COLEGIADOS DA ADMINISTRAÇÃO SUPERIOR-REITORIA,SECOC-RE ,DAAOC-RE,REITORIA,False,0
NÚCLEO DOCUMENTAÇÃO PESQUISA - REITORIA,NDPEP-RE,REITORIA,REITORIA,False,5
COORDENAÇÃO DE ASSUNTOS ESTUDANTIS - RE,CAEST-RE,PRAE-RE,REITORIA,False,2
ESTATUINTE - REITORIA,ESTATUINTE-RE,COMISSOES-RE,REITORIA,False,0
COORDENAÇÃO DE DOCUMENTAÇÃO E ACOMPANHAMENTO DE EDITAIS DA PRE - REITORIA,CDAE-RE,PRE-RE,REITORIA,False,1
ASSESSORIA ADMINISTRATIVA DA REITORIA - REITORIA,AARE-RE,REITORIA,REITORIA,False,0
CONSELHO DE ENSINO PESQUISA E  EXTENSÃO - REITORIA,CEPE-RE,DAAOC-RE,REITORIA,False,0
COORD DOC. ACOMPANHAMENTO EDITAIS-RE,CODAE-RE,PREN-RE,REITORIA,True,0
COORDENACAO LICITACOES OBRAS-RE,COLOB-RE,DCCL-RE,REITORIA,True,0
COORD ASSUNTOS EDUCACIONAIS-RE,COAED-RE,PREN-RE,REITORIA,True,0
DEPTO ENSINO SUPERIOR-CG,DEPES-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
DIR APOIO ORGAO COLEGIADOS-RE,DAAOC-RE,IFPB,REITORIA,True,0
DIVISÃO DE PLANEJAMENTO E EXECUÇÃO DE AUDITORIA - REITORIA,AUDI-PE-RE,AUDI-GE-RE,REITORIA,False,6
SEÇÃO DE APOIO ADMINISTRATIVO DE AUDITORIA - REITORIA,AUDI-AD-RE,AUDI-GE-RE,REITORIA,False,0
COORD FORMACAO GERAL PROJ ESPECIAIS-PT,CFGPE-PT,DDE-PT,CAMPUS PATOS,True,0
COORD EXECUCAO FINANCEIRA-PT,COEXF-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD TURNO-MT,CT-MT,DDE-MT,CAMPUS MONTEIRO,True,0
SEC. DIRETORIA DESENVOLVIMENTO ENSINO-CZ,SDDE-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENAÇÃO DE TURNO - CAMPUS MONTEIRO,CT-MT,DDE-MT,CAMPUS MONTEIRO,False,3
DEPARTAMENTO DE ENSINO SUPERIOR  -CAMPUS CG,DES-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
DEPARTAMENTO DE ENSINO TÉCNICO - CAMPUS CG,DET-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
COORDENAÇÃO DE GOVERNANÇA E RELACIONAMENTO DE TI - REITORIA,CGOVTI-RE,DGTI-RE,REITORIA,False,1
COORDENAÇÃO DE SUPORTE TÉCNICO - REITORIA,CST-RE,DGTI-RE,REITORIA,False,4
COORDENAÇÃO DE OBRAS - REITORIA,COOBRAS-RE,DCCL-RE,REITORIA,False,0
COORDENAÇÃO DE PESQUISA - CAMPUS CAMPINA GRANDE,CP-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
COORDENAÇÃO DE ASSISTÊNCIA À SAÚDE - CAMPUS CG,CAS-CG,DG-CG,CAMPUS CAMPINA GRANDE,False,8
COORDENACAO DE SUPORTE TECNICO-RE,COSUT-RE,DTI-RE,REITORIA,True,0
COORD GOVERNANCA RELACIONAMENTO-RE,CGREL-RE,DTI-RE,REITORIA,True,0
DIR CAMPUS AVANCADO CABEDELO CENTRO,DCACC-CC,IFPB,REITORIA,True,0
COORD COMPRAS LICITACOES-PT,COLIC-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD GABINETE MEDICO ODONTOLOGICO-CG,CGMO-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORDENACAO DE COMUNICACAO-CG,CCOM-CG,DG-CG,CAMPUS CAMPINA GRANDE,True,0
COORD DE ESTAGIO E EGRESSOS-PI,COEST-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
NÚCLEO DE ATENDIMENTO AS PESSOAS COM NECESSIDADES ESPECÍFICAS - CAMPUS CABEDELO,NAPNE-CB,DDE-CB,CAMPUS CABEDELO,False,2
REITORIA - COORDENAÇÃO ADJUNTO DO PRONATEC - CAMPUS ITABAIANA - RE,RE-PRONATECIB,RE-DGIB,REITORIA,False,0
COORDENAÇÃO DE EXTENSÃO - CAMPUS PICUÍ,COEXT-PC,DG-PC,CAMPUS PICUÍ,False,1
COORDENAÇÃO DE EDUCAÇÃO À DISTANCIA - CAMPUS PRINCESA ISABEL,DEPE-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,0
COORD PLAN.MARKETING INSTITUCIONAL-RE,COPMI-RE,DGCOM-RE,REITORIA,True,0
COORD EXTENSAO-PC,COEXT-PC,DAPF-PC,CAMPUS PICUI,True,0
COORDENACAO DE PATRIMONIO-CB,COPAT-CB,DAPF-CB,CAMPUS CABEDELO,True,0
DIV PLANEJAMENTO EXECUCAO AUDITORIA-RE,AUDIPE-RE,AUDIGE-RE,REITORIA,True,0
SECAO APOIO ADMINISTRATIVO-RE,AUDIAD-RE,AUDIGE-RE,REITORIA,True,0
COORDENAÇÃO DE BACHARELADO EM ADMINISTRAÇÃO PÚBLICA - REITORIA,CBAP-RE,CGUAB-RE,REITORIA,False,0
COORDENAÇÃO DA ESPECIALIZAÇÃO EM GESTÃO PÚBLICA - REITORIA,CEGP-RE,CGUAB-RE,REITORIA,False,0
COORDENAÇÃO DA CIÊNCIA DA COMPUTAÇÃO E INFORMÁTICA - REITORIA,CCCI-RE,CGUAB-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO TÉCNICO EM TRANSPORTE AQUAVIÁRIO - REITORIA,CCTTAQ-RE,REITORIA,REITORIA,False,0
COORDENAÇÃO DE MATEMÁTICA E SUAS TECNOLOGIAS - CAMPUS CAMPINA GRANDE,CMT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,14
COORDENAÇÃO DE CIÊNCIAS EXATAS E DA NATUREZA - CAMPUS CAMPINA GRANDE,CCEN-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,20
COORDENAÇÃO DE LINGUAGENS E CÓDIGOS - CAMPUS CAMPINA GRANDE ,CLC-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,14
COORDENAÇÃO DE EDUCAÇÃO FÍSICA E DESPORTOS - CAMPUS CAMPINA GRANDE,CEFD-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,5
COORDENAÇÃO DE CIÊNCIAS HUMANAS - CAMPUS CAMPINA GRANDE,CCH-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,15
PRONATEC CAMPUS ESPERANÇA,PRONATEC-ESP,RE-DGES,REITORIA,False,0
REITORIAS - DIREÇÃO GERAL DO CAMPUS ESPERANÇA,RE-DGESP,REITORIA,REITORIA,False,0
NÚCLEOS DE APRENDIZAGENS - CAMPUS JOÃO PESSOA,NA-JP,DDE-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DE ALMOXARIFADO - CAMPUS CABEDELO,COALM-CB,DAPF-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE EDUCAÇÃO À DISTANCIA  -  CAMPUS CABEDELO,CEAD-CB,DDE-CB,CAMPUS CABEDELO,False,1
 COORDENAÇÃO DE FORMAÇÃO GERAL E PROJETOS ESPECIAIS -  CAMPUS MONTEIRO,CFG-MT,DDE-MT,CAMPUS MONTEIRO,False,15
COORDENAÇÃO DE INOVAÇÃO - CAMPUS JOÃO PESSOA,CINOV-JP,DIPPED-JP,CAMPUS JOÃO PESSOA,False,1
CENTRO DE IDIOMAS - CAMPUS JOÃO PESSOA,CI-JP,CLCT-JP ,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DO NÚCLEO DE FORMAÇÃO GERAL - CAMPUS GUARABIRA,CNFG-GB,DDE-GB,CAMPUS GUARABIRA,False,2
COORDENAÇÃO DE ASSISTÊNCIA ESTUDANTIL - CAMPUS GUARABIRA,CAEST-GB,DDE-GB,CAMPUS GUARABIRA,False,0
COORDENAÇÃO  PEDAGÓGICA - CAMPUS GUARABIRA,COPED-GB,DDE-GB,CAMPUS GUARABIRA,False,0
DEPARTAMENTO DE BIBLIOTECAS - REITORIA,DBIBLIO-RE,PRE-RE,REITORIA,False,2
COORD EXTENSAO-PT,COEXT-PT,DAPF-PT,CAMPUS PATOS,True,0
COORD CIENCIAS HUMANAS-CG,CCHUM-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD CIENCIAS EXATAS NATUREZA-CG,CCEXNA-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD APOIO ENSINO -JP,CAEN-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
NUCLEO APRENDIZAGEM-JP,NUAPRE-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
NUC LINGUAS CULTURA ESTUDOS LINGUISTICOS,NULCEL-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD FORMACAO GERAL-GB,COFOG-GB,DDE-GB,CAMPUS GUARABIRA,True,0
CURSO TEC TRANSPORTE AQUAVIARIOS-CC,TTAQ-CC,DCACC-CC,REITORIA,True,0
COORDENACAO EXTENSAO-CC,COEXT-CC,DCACC-CC,REITORIA,True,0
COORD APOIO LOGISTICA-RE,COAPOL-RE,CG-RE,REITORIA,True,0
COORD FORMACAO GERAL PROJ ESPECIAIS-MT,COFOG-MT,DDE-MT,CAMPUS MONTEIRO,True,0
DEPARTAMENTO DE BIBLIOTECAS-RE,DEPABI-RE,REITOR-RE,REITORIA,True,0
NUCLEO PESQUISA POS GRADUACAO-RE,NUPES-RE,PROPIPG-RE,REITORIA,True,0
COORD PEDAGOGICA APOIO ESTUDANTE-PI,COPAEST-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
CAMPUS CATOLE DO ROCHA,CAMPUS-CR-RE,REITORIA,REITORIA,False,0
DIRETORIA GERAL - CAMPUS CATOLÉ DO ROCHA,DG-CR,CAMPUS-CR-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO SUPERIOR EM LICENCIATURA EM COMPUTAÇÃO E INFORMÁTICA - CAMPUS CAJAZEIRAS,CLICCOMP-CZ,UNINFO-CZ,CAMPUS CAJAZEIRAS,False,1
COORD CAPACIT DISTANCIA INTERIOZACAO-RE,COCDINT-RE,PROJUR-RE,REITORIA,True,0
DIR ADMINIST PLANEJAMENTO SANTA RITA,DAP-SR,DG-SR,CAMPUS SANTA RITA,True,0
COORD AREA MATEMATICA TECNOLOGIAS-CG,COMAT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
SETOR DE DIÁRIAS - CAMPUS CABEDELO,SDIARIAS-CB,CFC-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE APOIO E LOGÍSTICA-REITORIA,COAPOL-RE,CHEF-GAB-RE,REITORIA,False,0
DIR ADMINIS. PLANEJAMENTO-ITAP,DAP-IT,DG-IT,CAMPUS ITAPORANGA,True,0
COORDENAÇÃO DE PATRIMÔNIO E ALMOXARIFADO - CAMPUS PRINCESA ISABEL,CPA-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,False,1
COORDENAÇÃO DE EVENTOS E COMUNICAÇÃO SOCIAL - CAMPUS PRINCESA ISABEL,CECS-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
COORDENAÇÃO DE LABORATÓRIOS - CAMPUS PRINCESA ISABEL, COLAB-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,3
SECRETARIA DA DIREÇÃO GERAL - CAMPUS - PRINCESA ISABEL,SDG-PI,DG-PI,CAMPUS PRINCESA ISABEL,False,0
SECRETARIA DA DIRETORIA DE DESENVOLVIMENTO DE ENSINO - CAMPUS PRINCESA ISABEL,SDDE-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,0
"SECRETARIA DA DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS PRINCESA ISABEL",SDAPF-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,False,0
ASSESSOR ESPECIAL DA REITORIA-RE,ASESP-RE,COAD-CC,REITORIA,True,0
REITORIA - DIRETORIA GERAL DO CAMPUS ESPERANÇA,RE-DGES,REITORIA,REITORIA,False,0
DIRETORIA DO CAMPUS AVANÇADO CABEDELO CENTRO - REITORIA,DCACC-RE,REITORIA,REITORIA,False,47
"REITORIA - DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS DO CAMPUS ITAPORANGA - REITORIA",RE-DAPFITP,RE-DGITP,REITORIA,False,0
REITORIA - DIRETORIA GERAL CAMPUS  ITAPORANGA - REITORIA,RE-DGITP,REITORIA,REITORIA,False,0
REITORIA - DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS ITAPORANGA - REITORIA,RE-DDEITP,RE-DGITP,REITORIA,False,0
REITORIA - COORDENAÇÃO DE PROTOCOLO - CAMPUS ITAPORANGA - REITORIA ,RE-CPROITP,RE-DAPFITP,REITORIA,False,0
SETOR DE DIARIAS - CAMPUS MONTEIROT,SDIARIAS-MT,CEOF-MT,CAMPUS MONTEIRO,False,0
"REITORIA - DIRETORIA DE ADMINISTRÇÃO, PLANEJAMENTO E FINANÇAS  DO CAMPUS SANTA RITA",RE-DAPFSR,RE-DGSR,REITORIA,False,0
Reitoria - DIRETORIA GERAL SANTA RITA,RE-DGSR,REITORIA,REITORIA,False,0
DIRETORIA GERAL CAMPUS CATOLÉ DO ROCHA - REITORIA,RE-DGCR,REITORIA,REITORIA,False,0
COORDENAÇÃO DE EXTENSÃO - CAMPUS PATOS,CE-PT,DG-PT ,CAMPUS PATOS,False,1
DIR. DESENVOLVIMENTO DO ENSINO-ITB,DDE-IB,DG-IB,CAMPUS ITABAIANA,True,0
DIR ADMINIST PLANEJAMENTO-ITB,DAP-IB,DG-IB,CAMPUS ITABAIANA,True,0
COORD PATRIMONIO ALMOXARIFADO-PI,COPAL-PI,DAPF-PI,CAMPUS PRINCESA ISABEL,True,0
DIR DESENVOLVIMENTO ENSINO-ITAP,DDE-IT,DG-IT,CAMPUS ITAPORANGA,True,0
COORD FORMACAO GERAL DE ESPERANCA,CFOG-ES,DDE-ES,CAMPUS ESPERANCA,True,0
DIR ADMINIST PLANEJAMENTO ESPERANCA,DAP-ES,DG-ES,CAMPUS ESPERANCA,True,0
DIR.DESENVOLVIMENTO ENSINO SRITA,DDE-SR,DG-SR,CAMPUS SANTA RITA,True,0
COORD NUCLEO APOIO NEC ESPECIAIS-CB,CONAPES-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORDENAÇÃO DE APOIO AO ENSINO - CAMPUS MONTEIRO,CAE-MT,DDE-MT,CAMPUS MONTEIRO,False,0
REITORIA - DIRETORIA GERAL DO CAMPUS ITABAIANA,RE-DGIB,REITORIA,REITORIA,False,0
REITORIA - DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS ITABAIANA - REITORIA,RE-DDEIB,RE-DGIB,REITORIA,False,0
COORDENAÇÃO DE FORMAÇÃO GERAL E PROJETOS ESPECIAIS  - CAMPUS PATOS,CFGPE-PT,DDE-PT,CAMPUS PATOS,False,26
COORDENAÇÃO DE FORMAÇÃO GERAL E PROJETOS ESPECIAIS  - CAMPUS PICUÍ,CFGPE-PC,DDE-PC,CAMPUS PICUÍ,False,27
COORDENAÇÃO DE FORMAÇÃO GERAL E PROJETOS ESPECIAIS  - CAMPUS CAMPINA GRANDE,CFGPE-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,0
COMISSÃO DE RECREDENCIAMENTO - REITORIA,CREC-RE,COMISSOES-RE,REITORIA,False,0
COORD AVA REG ENSINO SUPERIOR-RE,COARES-RE,DESUP-RE,REITORIA,True,0
DEPARTAMENTO ASSISTENCIA ESTUDANTIL-JP,DAEST-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD CERIMONIAL EVENTOS-JP,COCEV-JP,CGDG-JP,CAMPUS JOAO PESSOA,True,0
DIR DESENVOLVIMENTO ENSINO-ESP,DDE-ES,DG-ES,CAMPUS ESPERANCA,True,0
DEPARTAMENTO ARTICULACAO PEDAGOGICA-JP,DEPAP-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD PESQUISA EXTENSAO-ES,CPEX-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD PEDAGOGICA CAMPUS ESPERANCA,CPD-ES,DG-ES,CAMPUS ESPERANCA,True,0
COOR ELAB REV MATERIAL DIDATICO EAD -JP,CERMAD-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD GERAL ENSINO-PI,COGENS-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD LABORATORIOS-PI,COLAB-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD CUR TEC CUIDADOR IDOSOS-MANG,CCI-MB,DG-MB,REITORIA,True,0
COORD POS GRADUACAO - RE,CPOGRA-RE,DPG-RE,REITORIA,True,0
REITORIA - COORDENAÇÃO DE DESENVOLVIMENTO DE ENSINO CAMPUS ITABAINA - REITORIA,RE-CODEIB,RE-DGIB,REITORIA,False,0
REITORIA - DIRETORIA DE ADMINISTRAÇÃO E PLANEJAMENTO  DO CAMPUS ITABAIANA - REITORIA,RE-DAPFIB,RE-DGIB,REITORIA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS AVANÇADO SOLEDADE,PEAD-SD,DCSOL-SD-RE,REITORIA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS AREIA,PEAD-AR,DCAAREIA-RE,REITORIA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS ITABAIANA,PEAD-IB,DDE-IB,CAMPUS ITABAIANA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - PEDRAS DE FOGO,PEAD-PF,CPF-PF,REITORIA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS CATOLÉ DO ROCHA,PEAD-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,0
"REITORIA - DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS DO CAMPUS ESPERANÇA",RE-DAPFES,RE-DGES,REITORIA,False,0
SECRETARIA PRO-REITORIA DE EXTENSAO-RE,SECEXT-RE,PROEXC-RE,REITORIA,False,1
COORD TEC INTEG INFORMATICA-SRITA,CINF-SR,DDE-SR,CAMPUS SANTA RITA,True,0
COORD TEC MEIO AMBIENTE SANTA RITA,MAM-SR,DDE-SR,CAMPUS SANTA RITA,True,0
DIR.DESENVOLVIMENTO ENSINO-CR,DDE-CR,DG-CR,CAMPUS CATOLE DO ROCHA,True,0
COORDENAÇÃO GERAL DE ENSINO - CAMPUS PRINCESA ISABEL,CGE-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,1
SECRETARIA DA DIREÇÃO GERAL - CAMPUS PATOS,SEDIG-PT,CGAB-PT,CAMPUS PATOS,False,0
REITORIA - DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS SANTA RITA,RE-DDESR,RE-DGSR,REITORIA,False,0
COORDENAÇÃO CURSO TÉCNICO DE MEIO AMBIENTE - CAMPUS SANTA RITA - REITORIA,COTMAM-SR-RE,RE-DDESR,REITORIA,False,0
COORDENAÇÃO ADJUNTA DO PRONATEC - CAMPUS SANTA RITA - REITORIA,CPRO-SR-RE,RE-DDESR,REITORIA,False,0
COMISSÕES - REITORIA,COMISSOES-RE,REITORIA,REITORIA,False,4
COMISSÃO DE ÉTICA - REITORIA,COMIS-ETICA-RE,COMISSOES-RE,REITORIA,False,0
REITORIA - DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS ESPERANÇA,RE-DDEES,RE-DGES,REITORIA,False,0
REITORIA - COORDENAÇÃO FORMAÇÃO GERAL DE ESPERANÇA - REITORIA,RE-CFOGESP,RE-DDEES,REITORIA,False,0
REITORIA - COORDENAÇÃO PEDAGÓGICA CAMPUS ESPERANÇA - REITORIA,RE-CPEDESP,RE-DDEES,REITORIA,False,0
REITORIA - COORDENAÇÃO PESQUISA EXTENSÃO ESPERANÇA - REITORIA,RE-CPEXESP,RE-DGES,REITORIA,False,0
DIRETORIA DO  CAMPUS AVANÇADO AREIA - REITORIA,DCAAREIA-RE,REITORIA,REITORIA,False,13
COORDENAÇÃO DESENVOLVIMENTO ENSINO ITAPORANGA - REITORIA,CDEITAP-RE,RE-DDEITP,REITORIA,False,0
COORD TEC INTEG EDIFICAOES-ITAP,EDF-IT,DDE-IT,CAMPUS ITAPORANGA,True,0
COORD COMUNICACAO SOCIAL-CB,CCSOC-CB,DG-CB,CAMPUS CABEDELO,True,0
DIRETORIA PLANEJAMENTO INSTITUCIONAL-RE,DPIST-RE,,,True,0
COOR MANUTENCAO SEGURANCA TRANSPORTE-CB,COMAST-CB,DAPF-CB,CAMPUS CABEDELO,True,0
REITORIA - COORDENAÇÃO TÉCNICO INTEGRADO EDIFICAÇÕES ITAPORANGA  - REITORIA,RE-CDIFITP,RE-DDEITP,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL -  CAMPUS CABEDELO,CELOCAL-CB,CD-CB,CAMPUS CABEDELO,False,0
COMISSÃO ELEITORAL LOCAL -  CAMPUS MONTEIRO,CELOCAL-MT,CD-MT,CAMPUS MONTEIRO,False,0
COMISSÃO ELEITORAL LOCAL -  CAMPUS PATOS,CELOCAL-PT,CD-PT,CAMPUS PATOS,False,0
COMISSÃO ELEITORAL LOCAL -  CAMPUS PICUI,CELOCAL-PC,CD-PC,CAMPUS PICUÍ,False,0
CONSELHO DIRETOR - CAMPUS PRINCESA ISABEL,CD-PI,CAMPUS-PI,CAMPUS PRINCESA ISABEL,False,0
